23,60418281559323920465005459514318137326960434757161064949193595440828227738716011839128779016496356923332245387177778717686278400851393801758203666561447609856569278629170499848936608704352931612288975480719586449708137352323780531368304660758710365939467366776882894471756984378332087574245755796098777820145873802681994538945812802853049778364605412699000689959682427530833184055627194086409206678992030099927011179953851350042494202119542879
24,1096743514063266527273947658395658927893694747033670329440779491109509352245280685344434613628879805460111610024084259123431399063852652416347089337763634108162079966192317805953608951841547724485171894619797948902568718879104777537263900862144095888077760439175762611108165287267719772039940827335843756807868204604575322678890052873181124386717791407221663613424261329099025532389429794837505417396054282147837347255206350370864471363749289657351048571051091761
25,18680353436791816302624246870164920434375495996348870931713461508335644739276792839013802203007267754038013883767251110261987261265226778101815509377759404702546019514410486190669638574456230458349203571619358069962915538943730230122235914414666202103066983127221090734097747086561925288184098808128013610228119599404166211235071106999530000073069299623256347488582656126096768207326223107906626870378921394731093521858088209747099036534010062395618300119924667656643712501337144061
26,339875482721263102447918547380219749953085225620220993823222850042434720937751171687075781011992664273347478359853141651648895300799147267023791556974916140412285188789226317170147445396788744874905106240023210757177376862276292156847200731104405544801747913456550243663771361477195791047748388536560477956934253485252873435464489985705392306509233487321298159146886639301136119023800419325544644097155430989166605395097263924817585467479842962663611138049765902405035513324799438435498854630375044143
27,6321128228545465926558135761562329150664639391512085948846013634880495546290671787941427865391517336996919196382612797984252637173285449334958290701077484606307723702161035968819474338707033955866745518502953466129085608313073527193295329615051158542875331049077190406875619152644251753339758626524082839693579903190483947851343653589584154012802857016745250066138287955397966560042707262237704397342129447740179011797115132622003618657680749220988368848830103241421699640065444578334906943136458958144857966951311299217
28,123030574818434814516858314377003461766005743568484232078177995720435495080667568982774039736866913281542531993546044690271153273952465827034470706722254635028166921644723303830450755625376704152973472042064397115281090676355193157437007599992824658186844502766831082815659937214397203987361106805515783570369254512320146219890819944846961810219764476136147900703483600453231727969881316869432443261787032258805698655783010273461142569642442582998151022014651673177955836298687367919071031026792139241382931565038795724958374826381648427071
29,2139143647471749174809469689951367503476458612910921838967084533725080270356680595288859429473862270606082039284975068728152504993769759118667058636856710575164782324301778935314133743584097032678094598973649477230677195943515367011125669646188784526582999861253452093214945856405259772020986076153338196663298449208977609903988728765410505331775666859429653079962435751619189568237437544182308219278637380196287472651106649883007849223329596629479150918292981422096998808662012097043070884729238101994004861170328341438279360652575236735224536415016243256757
30,39446665849976848048043843293037808472118422856738360899206589649313461372118918418551374939621207353793169787034150513459551162102013842042827388996328145315871626234455706331179070525081058898907205965407831258457970076225961439985213231421545766608237272785499099962490732605762521221801192537306450833973348358746063368734931241394143608817651302745064579703914481280882734726540580059165257663128816379181340423977735920355644626492166156648942549844519211118689759770642352944043326039165118750856044927037389630083816109726089051485670674600143109341154864510993707216603
31,843915459193570948280405091528709968706624129595096272909920907974538370913335805995774363438364506905430893240884624983690963996507049125716677398637426108119300062604353980534151063992230914324768067789843907978991390430706010235926122760356927016986512119912491932547471972415671678000106393764531365330806238389444358809166584546535220740583852921192859003954339517495959441438842267373244816444749039659760167699635032662422207285889101270393151936739294980932440486223568678082365186858140976129258268434200986997943922430576662951846218994309364500931221633073728539016205057467377524418607
32,12340123745360982246776927225404824519116333892877675769145669979048796190867260500834603671248269338781668263304181836570432955841285264467908411542570248539030247545455465474837564501317332372803830796297102637195088425326532211384972801898490746754433465395307454236454728482202439860615073602059798901204142775897148889921076711145514703782944054516960250373145006367270226087484870812273544326869016401492660259242371607886410181720531857372788145539510494446575645254738753441852939054411386547235188897637825759792765712298351320621466260224860720401875842209390225714294037872976019586697905417636278126022459
